person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23.0,1,133059.0,0,1,7500.0,13.72,0.06,4.0,627,0,0
22.0,1,85148.0,1,1,25000.0,15.31,0.29,4.0,642,1,0
26.0,0,39694.0,2,0,6351.0,10.89,0.16,3.0,576,1,0
23.0,0,48727.0,1,0,11000.0,5.42,0.23,2.0,629,0,0
40.0,1,174983.0,15,1,20605.0,9.98,0.12,16.0,610,0,0
23.0,0,79266.0,1,1,7425.0,6.03,0.09,4.0,649,1,0
27.0,0,56278.0,2,0,12000.0,8.13,0.21,6.0,609,1,0
31.0,1,289206.0,8,1,5500.0,5.42,0.02,5.0,645,0,0
22.0,1,73356.0,0,1,18000.0,9.88,0.25,3.0,659,1,0
26.0,1,120977.0,5,1,25000.0,11.99,0.21,3.0,635,0,0
22.0,1,73142.0,2,1,9000.0,13.79,0.12,2.0,694,0,0
24.0,1,81316.0,1,0,10000.0,9.64,0.12,4.0,534,0,0
25.0,0,60517.0,1,0,12000.0,7.14,0.2,4.0,602,1,0
34.0,1,385195.0,15,1,14067.0,8.03,0.04,6.0,551,1,0
24.0,0,73008.0,5,0,14525.0,10.99,0.2,4.0,556,1,0
38.0,1,91019.0,16,1,25000.0,10.59,0.27,16.0,659,1,0
26.0,0,115829.0,1,1,12000.0,13.11,0.1,4.0,553,1,0
25.0,1,116859.0,5,1,10000.0,6.17,0.09,2.0,734,0,0
46.0,0,96735.0,27,1,10000.0,6.17,0.1,13.0,661,1,0
21.0,1,55999.0,0,0,5000.0,11.01,0.09,3.0,622,0,1
33.0,1,26111.0,11,0,6500.0,7.66,0.25,6.0,653,0,1
31.0,0,81266.0,8,1,24696.0,12.6,0.3,7.0,648,0,0
28.0,0,73227.0,5,1,7000.0,7.66,0.1,9.0,519,1,0
26.0,0,66249.0,1,1,24250.0,12.18,0.37,4.0,475,1,0
22.0,1,53889.0,1,0,10000.0,15.95,0.19,4.0,665,1,0
29.0,1,87715.0,6,1,10000.0,6.17,0.11,10.0,727,0,0
25.0,0,125707.0,4,1,9677.0,8.13,0.08,2.0,626,1,0
46.0,0,40759.0,25,1,12000.0,11.01,0.29,14.0,634,0,1
39.0,0,35072.0,14,0,2000.0,11.01,0.06,14.0,668,1,0
28.0,0,89178.0,2,0,14400.0,12.98,0.16,6.0,603,1,0
24.0,0,61011.0,3,0,4000.0,11.01,0.07,4.0,692,0,0
27.0,1,96984.0,5,1,5000.0,11.14,0.05,7.0,641,0,0
48.0,0,25622.0,27,0,12000.0,7.49,0.47,12.0,656,0,1
25.0,1,82938.0,2,0,10000.0,15.88,0.12,3.0,653,0,0
25.0,1,62563.0,6,1,12000.0,10.37,0.19,4.0,652,0,0
23.0,1,97049.0,0,0,16000.0,12.72,0.16,4.0,667,0,0
25.0,0,88619.0,0,1,9000.0,11.86,0.1,4.0,651,0,0
47.0,1,53796.0,24,0,8000.0,11.01,0.15,15.0,662,0,1
26.0,1,115928.0,4,1,20000.0,16.7,0.17,4.0,638,1,0
28.0,1,127395.0,5,0,31000.0,8.49,0.24,9.0,570,1,0
23.0,0,73316.0,0,1,12000.0,7.51,0.16,3.0,693,1,0
26.0,1,187048.0,6,1,18000.0,6.99,0.1,4.0,610,1,0
23.0,0,116305.0,0,1,12000.0,7.49,0.1,4.0,579,1,0
23.0,0,34235.0,0,0,7000.0,10.62,0.2,2.0,620,1,0
25.0,1,51474.0,1,0,10000.0,14.91,0.19,3.0,666,0,1
22.0,0,108856.0,0,1,4812.0,9.64,0.04,3.0,620,0,0
26.0,1,85092.0,5,1,12000.0,8.94,0.14,2.0,694,0,0
37.0,1,937126.0,14,0,7500.0,12.18,0.01,13.0,692,1,0
22.0,0,66838.0,0,0,7000.0,6.91,0.1,4.0,592,1,0
24.0,1,36997.0,2,0,4300.0,9.63,0.12,4.0,631,0,0
25.0,0,82378.0,4,1,1038.0,9.55,0.01,5.0,688,1,0
30.0,1,87550.0,8,0,25000.0,14.33,0.29,7.0,603,0,1
32.0,0,79255.0,9,0,11600.0,13.49,0.15,8.0,640,0,0
22.0,1,125434.0,0,0,15900.0,13.49,0.13,2.0,637,0,0
22.0,1,53799.0,0,1,7380.0,7.91,0.14,3.0,594,1,0
22.0,1,72999.0,0,0,10000.0,13.11,0.14,3.0,667,1,0
25.0,1,75581.0,3,1,5400.0,15.21,0.07,3.0,653,0,1
28.0,0,72916.0,4,0,12000.0,12.18,0.16,10.0,614,0,0
33.0,0,47081.0,12,0,10464.0,11.81,0.22,9.0,674,0,0
43.0,0,72853.0,22,0,8000.0,10.37,0.11,16.0,648,0,0
23.0,0,67018.0,0,0,3500.0,10.0,0.05,4.0,642,0,0
24.0,0,32115.0,3,1,7000.0,7.74,0.22,2.0,686,1,0
22.0,1,132630.0,0,1,2800.0,8.49,0.02,4.0,643,1,0
26.0,1,210785.0,2,1,7500.0,15.21,0.04,3.0,649,1,0
24.0,1,115031.0,2,0,6000.0,7.92,0.05,3.0,620,1,0
24.0,1,9732.0,0,0,1000.0,11.01,0.1,2.0,684,0,0
25.0,1,48103.0,3,1,3000.0,13.99,0.06,2.0,675,0,0
21.0,1,180897.0,1,1,25000.0,7.49,0.14,2.0,652,0,0
23.0,1,112610.0,4,1,10000.0,9.88,0.09,3.0,644,1,0
27.0,0,57077.0,4,0,11711.0,13.42,0.21,6.0,682,0,1
23.0,1,105468.0,0,1,10000.0,11.01,0.09,4.0,652,1,0
21.0,1,61558.0,1,0,5000.0,10.37,0.08,3.0,652,0,0
31.0,1,114900.0,8,0,9450.0,6.54,0.08,6.0,597,1,0
36.0,0,61463.0,13,1,12700.0,7.29,0.21,13.0,653,1,0
26.0,0,100772.0,4,0,12000.0,9.99,0.12,3.0,652,1,0
34.0,1,102685.0,13,1,15000.0,15.99,0.15,9.0,593,0,0
23.0,0,94867.0,2,1,15000.0,15.31,0.16,4.0,635,0,1
28.0,0,150741.0,5,0,10000.0,9.99,0.07,9.0,555,1,0
21.0,1,45838.0,0,1,6000.0,11.49,0.13,3.0,579,1,0
46.0,1,60682.0,24,0,4350.0,10.99,0.07,16.0,670,0,0
28.0,0,44179.0,5,1,15450.0,11.01,0.35,8.0,656,0,1
28.0,0,62656.0,6,1,20000.0,11.97,0.32,7.0,732,1,0
26.0,1,30968.0,4,0,3000.0,14.35,0.1,3.0,622,0,0
42.0,1,148472.0,22,1,14195.0,11.56,0.1,16.0,665,0,1
32.0,1,135491.0,10,1,14000.0,9.63,0.1,9.0,566,0,0
26.0,0,89108.0,4,0,12000.0,13.53,0.13,4.0,587,0,1
23.0,0,130922.0,0,0,10000.0,11.01,0.08,3.0,624,0,1
23.0,1,52675.0,0,1,2000.0,14.35,0.04,4.0,640,0,0
32.0,0,46636.0,10,0,12000.0,12.42,0.26,6.0,675,0,1
24.0,0,25992.0,3,1,5000.0,16.29,0.19,3.0,612,0,0
23.0,1,43250.0,0,0,5400.0,12.84,0.12,4.0,535,1,0
33.0,1,735477.0,12,0,5950.0,12.73,0.01,10.0,578,1,0
29.0,0,63785.0,4,0,10800.0,14.27,0.17,5.0,637,0,0
27.0,1,121866.0,5,1,20000.0,11.99,0.16,9.0,699,0,0
24.0,1,135556.0,0,1,15000.0,15.31,0.11,4.0,665,1,0
27.0,1,46227.0,2,0,1704.0,8.48,0.04,7.0,615,1,0
25.0,0,79012.0,3,0,10000.0,10.85,0.13,2.0,637,0,0
28.0,0,251757.0,5,1,15000.0,14.84,0.06,7.0,614,0,0
22.0,1,226405.0,2,1,2087.0,8.4,0.01,5.0,672,1,0
28.0,0,93232.0,1,1,2600.0,11.71,0.03,5.0,654,1,0
30.0,1,150763.0,8,0,3323.0,9.49,0.02,8.0,592,1,0
21.0,0,37076.0,0,0,4200.0,6.92,0.11,4.0,520,0,0
21.0,1,15202.0,1,0,2200.0,11.01,0.14,3.0,617,0,1
31.0,1,329417.0,9,1,19600.0,7.51,0.06,5.0,625,1,0
25.0,1,97109.0,2,0,20000.0,13.61,0.21,3.0,517,1,0
27.0,1,77255.0,5,0,6500.0,9.99,0.08,8.0,643,1,0
23.0,0,54891.0,0,0,9600.0,10.25,0.17,2.0,597,0,0
28.0,1,45627.0,8,0,3000.0,11.16,0.07,5.0,625,1,0
33.0,0,58672.0,11,0,1500.0,11.89,0.03,6.0,637,0,0
21.0,0,33435.0,0,0,8000.0,8.49,0.24,3.0,639,1,0
22.0,0,71156.0,0,1,6400.0,11.01,0.09,4.0,597,1,0
21.0,0,57924.0,0,0,7500.0,10.99,0.13,2.0,575,1,0
23.0,1,18473.0,0,1,3000.0,14.72,0.16,2.0,629,0,1
25.0,0,29894.0,1,0,5832.0,5.9,0.2,3.0,709,1,0
27.0,0,98200.0,5,0,29154.0,11.89,0.3,6.0,628,0,1
25.0,0,48108.0,2,0,8000.0,11.34,0.17,2.0,646,0,1
22.0,0,98181.0,0,1,24000.0,9.88,0.24,2.0,540,0,0
24.0,1,72978.0,3,1,5000.0,7.02,0.07,3.0,535,1,0
31.0,0,145058.0,9,1,14000.0,9.4,0.1,9.0,621,0,0
22.0,1,84952.0,0,1,10000.0,7.29,0.12,3.0,659,1,0
22.0,0,133905.0,0,0,15000.0,10.62,0.11,3.0,655,1,0
24.0,1,120909.0,4,1,14000.0,10.75,0.12,3.0,599,0,0
31.0,1,55833.0,11,1,7500.0,11.49,0.13,5.0,562,1,0
27.0,0,34594.0,5,0,9809.0,7.52,0.28,5.0,642,0,1
29.0,1,68071.0,7,0,3500.0,10.37,0.05,7.0,611,1,0
25.0,0,61014.0,1,0,10800.0,10.75,0.18,3.0,557,1,0
28.0,0,312736.0,6,1,27136.0,11.73,0.09,4.0,566,1,0
23.0,0,89907.0,0,0,12000.0,11.53,0.13,3.0,623,0,0
23.0,0,133108.0,0,0,3000.0,14.22,0.02,3.0,574,1,0
27.0,0,121189.0,5,1,16000.0,13.43,0.13,5.0,642,0,0
24.0,0,109136.0,0,1,12000.0,12.18,0.11,3.0,701,1,0
22.0,1,48967.0,0,0,12000.0,10.99,0.25,2.0,646,0,0
26.0,1,51109.0,4,0,4800.0,14.27,0.09,2.0,567,0,1
23.0,1,59541.0,1,0,15000.0,11.36,0.25,4.0,549,0,1
23.0,0,31207.0,0,0,4000.0,11.71,0.13,4.0,579,1,0
30.0,1,75124.0,10,1,18195.0,13.36,0.24,5.0,702,0,0
25.0,0,36743.0,0,0,12000.0,6.37,0.33,4.0,695,0,1
47.0,1,57577.0,23,1,7500.0,6.62,0.13,12.0,683,1,0
23.0,1,105194.0,0,1,12000.0,12.73,0.11,2.0,597,1,0
26.0,0,106526.0,6,1,10000.0,7.88,0.09,2.0,622,0,0
31.0,1,70554.0,10,1,8945.0,12.24,0.13,6.0,620,1,0
26.0,0,77646.0,5,1,17000.0,11.12,0.22,3.0,593,1,0
29.0,1,68148.0,7,1,5000.0,11.01,0.07,10.0,550,1,0
28.0,1,66941.0,5,0,3500.0,9.5,0.05,5.0,567,0,0
27.0,0,75519.0,4,0,16000.0,7.88,0.21,10.0,565,1,0
23.0,1,145178.0,4,0,3725.0,8.49,0.03,2.0,687,0,0
24.0,0,84631.0,3,1,12000.0,17.56,0.14,3.0,631,1,0
24.0,1,240894.0,3,1,12000.0,13.49,0.05,2.0,678,0,0
22.0,1,76105.0,0,1,7000.0,13.35,0.09,2.0,628,1,0
29.0,0,62981.0,4,0,3200.0,14.96,0.05,7.0,620,0,1
26.0,1,66018.0,0,0,13200.0,14.91,0.2,2.0,626,0,1
22.0,0,28703.0,0,0,3000.0,5.79,0.1,2.0,595,1,0
34.0,0,154543.0,13,1,12325.0,8.49,0.08,5.0,667,0,1
24.0,1,49513.0,1,0,3600.0,10.59,0.07,2.0,633,1,0
26.0,1,57225.0,3,0,7500.0,9.99,0.13,3.0,543,1,0
24.0,1,58552.0,5,0,6000.0,12.53,0.1,3.0,621,1,0
23.0,0,127148.0,3,1,10000.0,11.01,0.08,3.0,667,0,0
24.0,0,59053.0,0,0,11000.0,9.29,0.19,4.0,574,1,0
23.0,1,55962.0,2,1,11000.0,11.71,0.2,3.0,588,1,0
32.0,1,65523.0,5,1,11200.0,6.03,0.17,9.0,610,1,0
26.0,1,67830.0,1,0,8000.0,13.49,0.12,4.0,567,0,1
27.0,0,96834.0,5,1,7500.0,11.71,0.08,10.0,637,1,0
23.0,0,111482.0,0,0,6216.0,10.52,0.06,3.0,700,0,0
27.0,1,77745.0,6,0,13000.0,13.11,0.17,10.0,695,1,0
27.0,0,72920.0,4,1,10000.0,8.0,0.14,7.0,705,1,0
24.0,1,103017.0,1,0,10000.0,13.72,0.1,2.0,588,1,0
26.0,1,58893.0,2,1,10000.0,8.97,0.17,4.0,629,0,0
23.0,0,47723.0,2,0,4936.0,16.22,0.1,4.0,581,0,1
26.0,1,66266.0,7,1,8500.0,5.42,0.13,3.0,536,0,1
43.0,1,55864.0,15,0,13000.0,15.7,0.23,13.0,643,0,1
32.0,0,126937.0,6,0,2888.0,7.32,0.02,9.0,693,1,0
29.0,1,91038.0,8,0,20000.0,8.53,0.22,10.0,673,1,0
27.0,0,79177.0,6,1,6025.0,6.03,0.08,10.0,586,1,0
30.0,0,29686.0,9,0,10000.0,8.19,0.34,10.0,617,0,1
27.0,1,13890.0,6,0,1647.0,11.19,0.12,5.0,610,0,1
22.0,1,55686.0,1,0,12000.0,11.01,0.22,4.0,530,0,1
26.0,1,99626.0,1,0,6000.0,7.88,0.06,3.0,630,1,0
40.0,1,34158.0,19,0,3000.0,10.25,0.09,17.0,680,0,0
28.0,0,80677.0,4,0,9080.0,15.59,0.11,8.0,660,0,1
25.0,0,264374.0,3,1,25000.0,12.38,0.09,2.0,605,1,0
28.0,1,54909.0,10,1,3600.0,7.88,0.07,6.0,557,0,0
40.0,0,86625.0,10,0,6000.0,9.63,0.07,14.0,636,0,0
28.0,1,61668.0,3,0,18500.0,16.02,0.3,6.0,608,0,1
25.0,0,155087.0,6,1,15000.0,12.53,0.1,3.0,566,1,0
24.0,1,39449.0,1,1,4500.0,6.76,0.11,2.0,522,1,0
28.0,1,29376.0,1,0,8875.0,10.65,0.3,9.0,571,0,1
48.0,0,34748.0,22,1,7500.0,7.74,0.22,16.0,673,1,0
28.0,0,43387.0,7,1,1500.0,8.49,0.03,10.0,707,0,0
23.0,0,54985.0,1,0,14400.0,11.01,0.26,3.0,606,0,1
24.0,0,96895.0,3,1,10000.0,9.07,0.1,4.0,637,1,0
24.0,1,48948.0,1,0,3500.0,7.9,0.07,4.0,629,1,0
24.0,1,37206.0,3,0,4000.0,11.34,0.11,3.0,702,1,0
38.0,1,240888.0,14,1,3000.0,7.68,0.01,15.0,677,1,0
37.0,1,106490.0,16,0,3000.0,7.4,0.03,15.0,677,1,0
29.0,1,120762.0,7,0,10000.0,9.21,0.08,9.0,572,1,0
24.0,1,228941.0,5,1,24000.0,15.62,0.1,3.0,694,1,0
23.0,0,144826.0,0,1,6000.0,6.76,0.04,3.0,610,1,0
24.0,1,49307.0,3,0,2000.0,11.4,0.04,3.0,585,0,0
34.0,0,72968.0,9,0,10000.0,13.57,0.14,6.0,669,1,0
36.0,0,75700.0,15,1,14100.0,12.98,0.19,14.0,687,1,0
26.0,1,103055.0,2,1,10000.0,9.35,0.1,5.0,679,1,0
31.0,0,63266.0,12,1,15200.0,12.21,0.24,8.0,599,0,0
21.0,0,29794.0,0,1,7000.0,11.86,0.23,3.0,648,1,0
35.0,1,21858.0,14,0,7200.0,12.36,0.33,5.0,662,0,1
22.0,1,73090.0,0,1,10000.0,5.42,0.14,2.0,612,1,0
22.0,0,51628.0,0,0,20000.0,12.99,0.39,3.0,635,0,1
26.0,0,142954.0,3,1,25000.0,7.9,0.17,2.0,636,0,0
33.0,0,51509.0,13,1,9000.0,5.79,0.17,5.0,603,1,0
28.0,1,96952.0,7,1,15000.0,13.45,0.15,8.0,715,0,0
23.0,0,87537.0,2,1,2400.0,12.69,0.03,2.0,616,0,0
27.0,0,181410.0,5,1,25000.0,10.53,0.14,5.0,556,1,0
24.0,1,44334.0,0,0,8000.0,11.48,0.18,4.0,640,1,0
33.0,1,76654.0,10,1,7075.0,17.58,0.09,8.0,612,1,0
21.0,0,28410.0,0,1,7000.0,8.9,0.25,3.0,606,1,0
24.0,0,75234.0,1,0,2000.0,13.49,0.03,3.0,588,1,0
26.0,1,133126.0,2,1,5000.0,9.63,0.04,2.0,617,1,0
25.0,0,72861.0,5,1,15000.0,8.49,0.21,3.0,528,1,0
30.0,0,48796.0,8,0,2400.0,8.49,0.05,10.0,526,1,0
25.0,1,87355.0,1,0,8000.0,7.9,0.09,4.0,617,1,0
25.0,0,24985.0,5,0,3500.0,10.28,0.14,3.0,607,1,0
26.0,1,360680.0,5,1,10000.0,10.38,0.03,4.0,649,0,0
26.0,0,42811.0,5,1,5975.0,11.49,0.14,4.0,538,1,0
23.0,1,44489.0,0,0,5000.0,12.99,0.11,4.0,655,1,0
34.0,1,111333.0,13,1,10000.0,7.51,0.09,10.0,622,1,0
33.0,1,91273.0,12,1,12000.0,5.42,0.13,10.0,698,0,0
23.0,0,93239.0,2,1,25000.0,11.71,0.27,2.0,633,1,0
25.0,0,133048.0,3,1,25000.0,11.49,0.19,4.0,652,1,0
28.0,0,44665.0,8,0,4800.0,12.61,0.11,9.0,547,0,0
24.0,1,162473.0,4,1,12763.0,13.61,0.08,4.0,693,0,0
22.0,0,51044.0,1,1,5000.0,6.03,0.1,2.0,635,1,0
22.0,0,32910.0,0,0,5500.0,13.72,0.17,2.0,633,1,0
39.0,1,67238.0,17,0,3000.0,10.2,0.04,15.0,708,0,0
25.0,0,108724.0,1,1,9000.0,11.11,0.08,4.0,666,0,0
24.0,0,168794.0,1,1,4475.0,7.49,0.03,4.0,556,1,0
64.0,0,126989.0,41,0,20000.0,18.64,0.16,30.0,631,1,0
25.0,0,60617.0,0,1,10000.0,13.49,0.16,4.0,641,1,0
22.0,1,71774.0,0,0,12000.0,11.01,0.17,4.0,666,0,1
46.0,1,116422.0,21,1,10000.0,12.69,0.09,11.0,638,1,0
30.0,1,44083.0,6,1,7000.0,10.65,0.16,5.0,574,0,0
24.0,1,161159.0,2,1,24272.0,10.84,0.15,4.0,646,1,0
29.0,1,73877.0,6,0,12000.0,6.38,0.16,8.0,654,1,0
25.0,0,38285.0,3,0,14700.0,12.29,0.38,4.0,515,0,1
31.0,0,91233.0,3,1,3000.0,8.42,0.03,6.0,639,0,0
27.0,0,51421.0,6,0,6500.0,7.55,0.13,5.0,678,1,0
26.0,1,51602.0,4,0,2250.0,10.38,0.04,4.0,644,0,0
43.0,1,43972.0,20,0,10000.0,8.94,0.23,11.0,713,1,0
31.0,0,88377.0,9,1,12000.0,11.01,0.14,8.0,622,1,0
22.0,0,43142.0,0,1,10000.0,7.51,0.23,4.0,544,1,0
22.0,1,103996.0,3,0,8000.0,13.92,0.08,2.0,626,1,0
30.0,1,41555.0,7,0,2400.0,15.57,0.06,5.0,581,0,1
24.0,1,43880.0,1,1,11284.0,12.21,0.26,2.0,595,1,0
26.0,0,90552.0,3,0,6000.0,7.88,0.07,2.0,659,1,0
23.0,1,85100.0,4,0,12000.0,8.32,0.14,4.0,636,1,0
23.0,0,67107.0,0,1,4000.0,5.42,0.06,3.0,516,1,0
27.0,0,106677.0,4,1,3500.0,13.57,0.03,8.0,655,0,0
22.0,1,38473.0,0,0,21250.0,12.42,0.55,3.0,599,0,1
23.0,1,84779.0,3,1,12125.0,15.52,0.14,3.0,648,0,1
35.0,1,58614.0,14,0,17000.0,7.88,0.29,6.0,575,0,1
23.0,0,111116.0,0,1,18000.0,12.68,0.16,2.0,613,0,0
22.0,0,78873.0,2,1,8100.0,13.11,0.1,4.0,655,0,0
25.0,0,72774.0,5,1,12500.0,11.49,0.17,2.0,695,0,0
23.0,1,37068.0,0,0,4000.0,10.36,0.11,4.0,610,1,0
21.0,1,80255.0,1,1,4500.0,7.49,0.06,2.0,627,1,0
22.0,0,48061.0,1,1,7000.0,9.62,0.15,4.0,529,1,0
25.0,0,92119.0,2,0,5000.0,7.9,0.05,3.0,681,1,0
23.0,1,34684.0,0,1,4200.0,14.72,0.12,4.0,632,1,0
26.0,1,96785.0,4,1,15000.0,12.53,0.15,3.0,629,1,0
22.0,0,55065.0,0,0,6500.0,13.99,0.12,2.0,648,0,1
25.0,0,120810.0,5,1,25000.0,11.48,0.21,3.0,648,0,0
23.0,1,61087.0,0,0,7000.0,9.23,0.11,4.0,575,1,0
34.0,1,344232.0,13,1,30000.0,6.62,0.09,6.0,594,0,0
27.0,1,132625.0,0,1,25000.0,12.73,0.19,6.0,660,0,0
25.0,1,24290.0,2,0,5000.0,9.79,0.21,3.0,553,0,1
24.0,0,132898.0,1,1,10000.0,15.62,0.08,4.0,675,0,0
25.0,0,192090.0,1,1,28523.0,16.48,0.15,4.0,604,0,1
25.0,1,80386.0,3,1,5875.0,10.91,0.07,4.0,608,0,0
36.0,1,38246.0,12,0,8000.0,8.65,0.21,13.0,571,1,0
23.0,0,116273.0,0,1,5000.0,10.38,0.04,4.0,568,0,0
27.0,1,124509.0,5,1,8800.0,7.29,0.07,8.0,653,1,0
23.0,0,29987.0,0,0,5000.0,10.62,0.17,4.0,638,1,0
28.0,1,109823.0,3,1,16573.0,10.12,0.15,5.0,626,0,0
30.0,1,52918.0,7,0,5000.0,11.24,0.09,9.0,610,0,0
25.0,0,73208.0,2,1,8000.0,5.79,0.11,2.0,569,1,0
25.0,0,59957.0,4,1,6000.0,10.0,0.1,4.0,636,0,0
21.0,0,42775.0,0,0,8000.0,19.79,0.19,4.0,595,0,1
27.0,1,102329.0,4,1,2669.0,11.04,0.03,5.0,662,0,1
36.0,0,108834.0,12,0,30000.0,15.99,0.28,11.0,610,0,1
27.0,1,46953.0,1,1,13725.0,10.97,0.29,5.0,564,1,0
37.0,1,91181.0,13,0,10000.0,7.15,0.11,14.0,562,1,0
24.0,1,75910.0,1,1,4000.0,8.9,0.05,4.0,676,1,0
24.0,0,39174.0,0,1,15000.0,11.01,0.38,3.0,681,1,0
23.0,1,57812.0,0,0,5000.0,11.36,0.09,3.0,606,0,0
26.0,1,50325.0,2,0,3000.0,10.19,0.06,3.0,663,1,0
24.0,1,44292.0,2,0,10000.0,9.6,0.23,3.0,657,1,0
24.0,1,26000.0,3,0,5000.0,11.71,0.19,2.0,656,0,1
29.0,1,58518.0,6,1,4975.0,5.79,0.09,7.0,693,0,0
42.0,1,41547.0,21,1,5000.0,11.01,0.12,11.0,643,0,0
24.0,1,97372.0,1,1,12000.0,5.79,0.12,3.0,627,1,0
29.0,0,51278.0,5,0,7500.0,12.87,0.15,8.0,661,1,0
27.0,0,74204.0,4,1,13000.0,8.49,0.18,10.0,543,0,1
32.0,1,63259.0,10,1,15000.0,11.03,0.24,6.0,630,0,1
25.0,0,43090.0,3,0,5000.0,14.96,0.12,3.0,633,0,1
44.0,1,113951.0,23,1,4400.0,7.29,0.04,11.0,722,0,0
22.0,1,37358.0,0,0,10000.0,10.47,0.27,4.0,643,0,1
39.0,1,83959.0,21,0,15000.0,14.42,0.18,12.0,694,0,1
25.0,0,109105.0,0,1,9500.0,11.71,0.09,4.0,629,0,0
49.0,1,54883.0,27,0,10000.0,14.22,0.18,12.0,716,0,0
30.0,1,175326.0,6,1,12000.0,11.01,0.07,8.0,707,1,0
30.0,0,73176.0,9,0,5000.0,11.01,0.07,7.0,666,0,0
31.0,1,72861.0,10,1,8800.0,7.51,0.12,9.0,640,1,0
36.0,1,216811.0,15,1,20000.0,11.48,0.09,15.0,561,0,1
33.0,1,66782.0,8,1,1500.0,10.56,0.02,11.0,622,1,0
28.0,0,30941.0,4,0,5000.0,7.51,0.16,7.0,578,1,0
33.0,0,104901.0,13,0,2234.0,11.01,0.02,10.0,627,0,0
27.0,1,62193.0,5,1,8400.0,10.78,0.14,5.0,669,0,0
26.0,1,24143.0,6,0,1900.0,11.01,0.08,3.0,588,0,0
28.0,0,144864.0,5,1,8000.0,7.35,0.06,4.0,625,1,0
28.0,1,91594.0,3,1,3500.0,14.91,0.04,9.0,671,1,0
32.0,1,211222.0,9,1,24000.0,11.01,0.11,7.0,695,0,0
23.0,0,68131.0,0,1,10000.0,8.59,0.15,3.0,580,1,0
29.0,0,66418.0,8,0,6300.0,10.75,0.09,10.0,572,0,0
22.0,1,82673.0,2,0,9600.0,7.51,0.12,2.0,668,0,0
27.0,0,67025.0,3,1,7000.0,11.01,0.1,7.0,594,0,0
21.0,0,29537.0,0,0,10000.0,13.48,0.34,2.0,659,0,1
38.0,1,36870.0,16,0,2200.0,11.01,0.06,15.0,571,1,0
31.0,1,67241.0,10,1,7000.0,13.45,0.1,8.0,573,1,0
24.0,1,57689.0,0,0,10950.0,6.91,0.19,2.0,701,0,0
46.0,1,22080.0,23,0,1500.0,11.14,0.07,13.0,700,0,1
32.0,0,60923.0,10,0,20331.0,7.32,0.33,8.0,647,0,1
28.0,0,53494.0,3,0,17508.0,11.09,0.33,10.0,705,0,1
27.0,1,65812.0,4,1,8420.0,10.41,0.13,5.0,690,0,0
25.0,0,69530.0,0,0,5500.0,10.99,0.08,4.0,639,1,0
23.0,1,144858.0,0,1,6000.0,7.88,0.04,3.0,568,0,0
24.0,1,73039.0,1,0,12000.0,8.9,0.16,3.0,596,1,0
26.0,0,120888.0,0,1,2700.0,11.01,0.02,3.0,681,0,0
24.0,0,44624.0,1,1,5557.0,10.49,0.12,4.0,595,1,0
29.0,1,38218.0,9,1,8000.0,11.58,0.21,9.0,585,0,1
21.0,0,40638.0,1,0,9000.0,12.69,0.22,3.0,538,0,0
28.0,0,132817.0,4,0,3506.0,11.16,0.03,10.0,505,1,0
27.0,1,97056.0,4,1,20000.0,11.36,0.21,8.0,651,0,0
22.0,1,36054.0,0,0,6450.0,11.01,0.18,3.0,637,0,1
30.0,1,28099.0,7,0,5000.0,7.81,0.18,10.0,697,1,0
27.0,0,121274.0,4,1,6000.0,7.66,0.05,5.0,647,1,0
22.0,1,25541.0,2,0,3250.0,14.26,0.13,2.0,664,0,1
22.0,0,67324.0,0,1,10000.0,5.79,0.15,2.0,698,0,0
30.0,0,56112.0,8,1,6000.0,7.23,0.11,6.0,565,1,0
40.0,0,199157.0,16,1,8821.0,8.23,0.04,15.0,615,1,0
25.0,1,60703.0,3,1,2500.0,13.61,0.04,3.0,676,0,0
25.0,1,44578.0,4,1,11000.0,12.29,0.25,3.0,575,1,0
25.0,1,79501.0,0,0,4000.0,12.23,0.05,4.0,632,1,0
36.0,1,63254.0,12,0,7000.0,13.85,0.11,14.0,561,0,1
22.0,0,63521.0,3,0,12750.0,18.25,0.2,4.0,595,0,1
30.0,1,16425.0,5,0,2000.0,17.19,0.12,6.0,675,0,1
26.0,1,97129.0,4,1,7000.0,7.51,0.07,2.0,597,1,0
26.0,1,109469.0,0,1,34664.0,9.77,0.32,5.0,601,1,0
26.0,0,42836.0,4,0,6573.0,9.71,0.15,4.0,652,1,0
22.0,1,42783.0,0,1,5000.0,20.0,0.12,2.0,706,1,0
30.0,1,63402.0,4,0,7000.0,10.42,0.11,8.0,583,1,0
43.0,0,69169.0,21,0,6000.0,10.75,0.09,13.0,697,0,0
25.0,0,45752.0,4,0,7000.0,12.42,0.15,3.0,606,1,0
29.0,0,54835.0,8,0,5000.0,11.74,0.09,8.0,619,0,0
22.0,1,58617.0,3,0,8000.0,12.99,0.14,3.0,642,1,0
23.0,0,50131.0,3,0,3000.0,11.03,0.06,4.0,678,1,0
22.0,0,114834.0,0,1,20000.0,11.49,0.17,4.0,514,1,0
27.0,0,111021.0,7,1,20000.0,11.01,0.18,9.0,686,0,1
31.0,1,104443.0,9,1,8000.0,9.47,0.08,7.0,669,0,0
