person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23.0,1,36831.0,3,0,5000.0,11.86,0.14,4.0,611,1,0
30.0,1,43982.0,7,1,3000.0,6.39,0.07,10.0,669,1,0
22.0,1,91207.0,3,1,24151.0,11.71,0.26,4.0,648,1,0
38.0,0,86230.0,15,0,15000.0,8.88,0.17,15.0,689,0,0
26.0,1,62977.0,5,1,9600.0,15.21,0.15,4.0,545,1,0
31.0,1,49068.0,7,0,2500.0,13.23,0.05,5.0,523,1,0
30.0,1,117465.0,7,1,25000.0,16.32,0.21,5.0,665,0,0
28.0,0,90424.0,7,1,12000.0,11.01,0.13,6.0,569,1,0
27.0,0,97780.0,3,0,8000.0,8.49,0.08,9.0,664,0,0
24.0,0,39552.0,5,0,9250.0,14.66,0.23,5.0,640,0,1
29.0,1,46300.0,5,0,12000.0,13.48,0.26,8.0,649,0,1
23.0,1,81538.0,1,1,16000.0,6.03,0.2,2.0,654,1,0
31.0,1,36534.0,7,0,6250.0,14.96,0.17,7.0,692,0,1
31.0,1,240814.0,8,0,15000.0,11.36,0.06,8.0,567,0,0
31.0,1,62278.0,8,0,13337.0,16.51,0.21,9.0,637,0,1
34.0,1,88693.0,13,1,20675.0,11.01,0.23,7.0,638,0,0
37.0,0,33545.0,13,0,5500.0,11.01,0.16,12.0,573,1,0
23.0,1,22693.0,0,0,5910.0,13.35,0.26,2.0,667,0,1
23.0,0,61325.0,0,0,10000.0,9.91,0.16,3.0,542,1,0
27.0,0,68343.0,6,0,14000.0,10.94,0.2,7.0,711,1,0
23.0,0,41847.0,2,0,3000.0,10.0,0.07,4.0,654,1,0
21.0,0,44227.0,0,0,5000.0,12.99,0.11,4.0,596,1,0
24.0,1,36650.0,0,0,8000.0,11.01,0.22,2.0,641,1,0
22.0,1,36814.0,0,0,5000.0,15.21,0.14,3.0,605,0,1
22.0,1,85118.0,1,0,8000.0,7.66,0.09,4.0,656,0,0
36.0,1,59578.0,17,0,12000.0,13.99,0.2,13.0,608,1,0
21.0,1,34136.0,0,1,1000.0,15.27,0.03,3.0,656,1,0
28.0,1,57470.0,4,0,10000.0,9.99,0.17,8.0,674,0,0
25.0,1,66028.0,5,1,12000.0,17.49,0.18,4.0,519,0,1
29.0,0,72858.0,5,1,23558.0,12.46,0.32,6.0,649,0,0
27.0,0,19373.0,7,0,3050.0,10.38,0.16,5.0,694,0,1
24.0,0,97101.0,0,0,7250.0,5.42,0.07,2.0,671,1,0
24.0,0,63488.0,6,1,5000.0,15.28,0.08,4.0,581,0,1
28.0,1,43257.0,7,1,4000.0,11.49,0.09,10.0,695,1,0
23.0,1,65727.0,2,0,9000.0,12.21,0.14,4.0,607,1,0
22.0,0,67307.0,0,0,5000.0,6.44,0.07,3.0,681,0,0
36.0,0,41406.0,15,1,3000.0,8.49,0.07,14.0,567,1,0
31.0,0,48241.0,8,0,2500.0,15.27,0.05,8.0,696,1,0
27.0,1,36773.0,5,0,16000.0,10.99,0.44,6.0,663,0,1
22.0,1,63486.0,0,1,10000.0,13.87,0.16,4.0,635,0,1
26.0,0,128209.0,2,1,20000.0,12.02,0.16,5.0,611,0,0
31.0,1,61236.0,8,0,6000.0,15.62,0.1,10.0,618,1,0
28.0,1,30901.0,5,0,5000.0,7.51,0.16,9.0,666,1,0
27.0,0,133021.0,4,1,16000.0,15.15,0.12,8.0,584,1,0
33.0,1,97466.0,12,1,24000.0,14.29,0.25,7.0,729,0,0
23.0,0,78962.0,3,1,4400.0,11.36,0.06,4.0,605,1,0
25.0,1,60887.0,2,0,7500.0,10.81,0.12,3.0,657,1,0
26.0,1,24569.0,4,1,1500.0,7.74,0.06,3.0,570,1,0
34.0,0,64998.0,14,0,3200.0,6.76,0.05,5.0,658,0,0
29.0,0,118387.0,6,0,15438.0,12.63,0.13,4.0,668,0,1
26.0,0,33438.0,1,0,8000.0,11.11,0.24,4.0,690,1,0
25.0,1,39460.0,3,1,4500.0,11.01,0.11,2.0,626,1,0
30.0,1,82692.0,7,0,3000.0,5.42,0.04,9.0,489,1,0
24.0,0,55067.0,1,1,15000.0,13.06,0.27,3.0,555,0,0
35.0,1,149558.0,11,1,19000.0,13.75,0.13,14.0,661,0,0
36.0,1,88349.0,13,1,8000.0,17.49,0.09,17.0,585,0,1
23.0,1,89227.0,0,0,12000.0,12.99,0.13,2.0,663,0,1
28.0,1,109737.0,6,1,34322.0,8.87,0.31,6.0,597,0,0
25.0,0,53873.0,3,1,5000.0,7.4,0.09,3.0,596,0,0
25.0,1,97020.0,2,1,18000.0,5.79,0.19,3.0,636,0,0
30.0,0,87466.0,6,0,3000.0,11.83,0.03,5.0,711,1,0
36.0,0,46623.0,12,0,6000.0,12.61,0.13,17.0,655,0,0
23.0,1,64305.0,2,0,4500.0,6.76,0.07,4.0,661,1,0
41.0,1,48854.0,18,0,9200.0,7.49,0.19,13.0,691,1,0
28.0,1,38864.0,7,0,8500.0,16.07,0.22,10.0,670,0,1
28.0,1,111014.0,4,1,25000.0,19.29,0.23,9.0,655,1,0
32.0,1,55299.0,12,0,3000.0,12.61,0.05,8.0,660,1,0
25.0,0,75541.0,0,0,20000.0,10.53,0.26,3.0,696,0,1
43.0,0,95598.0,19,1,4000.0,8.88,0.04,12.0,638,0,0
24.0,1,110275.0,4,1,20000.0,16.32,0.18,4.0,488,1,0
22.0,1,27324.0,0,1,7077.0,9.96,0.26,2.0,661,0,0
29.0,0,72595.0,8,1,12000.0,7.29,0.17,7.0,643,1,0
25.0,1,138974.0,2,0,5000.0,13.11,0.04,3.0,663,0,1
36.0,1,107593.0,15,0,1500.0,11.36,0.01,14.0,651,1,0
26.0,1,77653.0,5,1,9000.0,18.64,0.12,4.0,599,0,1
26.0,0,135352.0,2,1,20000.0,12.53,0.15,4.0,677,0,1
37.0,1,61198.0,18,0,3000.0,11.58,0.05,14.0,525,1,0
24.0,0,47708.0,2,0,16000.0,19.91,0.34,3.0,600,0,1
24.0,1,12622.0,3,0,1300.0,12.73,0.1,2.0,509,0,1
27.0,0,48898.0,9,1,3500.0,9.63,0.07,9.0,707,1,0
26.0,0,59573.0,4,1,13000.0,16.45,0.22,3.0,648,0,1
25.0,0,98340.0,1,0,18000.0,13.24,0.18,4.0,594,0,0
25.0,0,39531.0,2,0,1500.0,7.49,0.04,4.0,671,0,0
22.0,1,51632.0,1,1,14750.0,12.99,0.29,4.0,664,0,0
29.0,1,84708.0,5,1,20000.0,11.24,0.24,8.0,689,1,0
48.0,0,23911.0,25,0,4000.0,10.93,0.17,11.0,669,0,1
25.0,1,120850.0,4,1,12000.0,8.94,0.1,4.0,622,0,0
35.0,0,226473.0,13,0,5000.0,16.49,0.02,9.0,695,0,1
32.0,0,48435.0,11,0,6800.0,12.99,0.14,7.0,611,1,0
23.0,1,57333.0,2,1,7000.0,5.79,0.12,3.0,688,1,0
24.0,0,72983.0,0,1,16800.0,8.19,0.23,3.0,594,1,0
25.0,1,145083.0,4,1,20000.0,11.01,0.14,2.0,645,0,0
30.0,1,166797.0,8,1,23975.0,17.93,0.14,7.0,684,0,1
21.0,0,28348.0,0,1,5000.0,11.01,0.18,3.0,506,1,0
23.0,0,48102.0,2,1,3250.0,11.01,0.07,3.0,599,0,1
38.0,1,55707.0,11,0,9000.0,16.29,0.16,13.0,578,1,0
25.0,1,76633.0,1,1,3628.0,6.39,0.05,4.0,685,1,0
33.0,1,41848.0,10,1,10000.0,11.01,0.24,10.0,568,0,0
25.0,0,77879.0,6,0,8000.0,15.28,0.1,4.0,608,0,1
24.0,1,41683.0,4,0,7000.0,15.06,0.17,3.0,679,0,1
23.0,1,13011.0,4,0,1750.0,15.05,0.13,3.0,542,0,1
24.0,1,90911.0,2,0,24000.0,11.01,0.26,3.0,589,0,1
23.0,1,91026.0,2,1,17000.0,11.12,0.19,2.0,678,0,0
36.0,1,24360.0,13,0,4593.0,12.88,0.19,13.0,626,0,1
30.0,0,118415.0,8,1,12000.0,8.88,0.1,7.0,650,1,0
28.0,0,103104.0,7,1,15000.0,8.49,0.15,7.0,675,1,0
23.0,0,130733.0,0,0,4300.0,11.83,0.03,4.0,687,1,0
26.0,1,79112.0,6,1,3000.0,18.25,0.04,4.0,670,0,0
26.0,0,24351.0,1,0,8753.0,10.43,0.36,4.0,610,0,1
29.0,1,150723.0,5,1,10000.0,5.79,0.07,10.0,600,0,0
27.0,0,71381.0,6,1,6400.0,11.42,0.09,5.0,552,1,0
29.0,0,61009.0,6,1,3250.0,14.26,0.05,5.0,556,0,0
24.0,0,47453.0,2,0,1500.0,8.49,0.03,3.0,607,0,1
35.0,1,81802.0,10,0,3500.0,10.62,0.04,9.0,631,1,0
24.0,0,103400.0,4,0,25000.0,10.62,0.24,4.0,592,1,0
24.0,0,29622.0,2,0,2800.0,11.0,0.09,5.0,681,1,0
22.0,1,51873.0,0,0,6500.0,5.99,0.13,2.0,667,1,0
23.0,0,120911.0,0,1,8276.0,11.83,0.07,3.0,594,1,0
28.0,1,96756.0,9,0,18000.0,10.59,0.19,10.0,567,0,0
32.0,0,130375.0,13,1,8400.0,15.99,0.06,7.0,693,0,1
31.0,0,18884.0,8,0,4000.0,11.49,0.21,6.0,635,0,1
27.0,0,38276.0,2,0,3000.0,10.99,0.08,6.0,681,0,0
30.0,1,118761.0,9,1,35000.0,10.59,0.29,8.0,616,0,1
22.0,1,116091.0,0,1,5500.0,12.69,0.05,3.0,641,1,0
30.0,0,216348.0,7,1,7882.0,12.73,0.04,10.0,619,1,0
24.0,1,145207.0,1,1,25000.0,13.99,0.17,4.0,671,0,0
26.0,1,222985.0,3,1,5000.0,7.68,0.02,2.0,659,1,0
25.0,0,103194.0,4,0,5750.0,7.29,0.06,4.0,583,1,0
22.0,0,36755.0,2,1,13750.0,14.22,0.37,4.0,628,1,0
22.0,1,71359.0,4,0,5000.0,12.29,0.07,3.0,673,0,0
24.0,0,82711.0,0,1,8000.0,7.49,0.1,4.0,657,1,0
38.0,0,36995.0,15,0,8000.0,11.01,0.22,12.0,665,1,0
29.0,1,337193.0,4,1,15000.0,12.99,0.04,6.0,645,1,0
24.0,0,43296.0,0,0,5000.0,7.88,0.12,3.0,688,0,0
30.0,0,186841.0,7,0,6000.0,7.14,0.03,10.0,640,1,0
24.0,1,76212.0,0,1,6000.0,5.79,0.08,2.0,606,1,0
32.0,1,79240.0,10,1,5500.0,7.51,0.07,7.0,651,0,0
27.0,0,60996.0,4,1,6500.0,7.74,0.11,6.0,621,1,0
30.0,1,160224.0,1,0,20350.0,9.93,0.13,5.0,608,0,0
30.0,1,65647.0,7,1,25000.0,10.08,0.38,7.0,598,1,0
28.0,0,135228.0,7,0,7200.0,8.59,0.05,9.0,643,1,0
22.0,1,13178.0,0,0,3250.0,11.01,0.25,2.0,668,0,1
25.0,1,25093.0,5,1,4000.0,5.79,0.16,4.0,707,0,0
24.0,1,25451.0,3,1,7750.0,6.91,0.3,3.0,594,0,0
23.0,1,46611.0,2,0,5000.0,6.91,0.11,4.0,617,0,0
23.0,1,32714.0,2,0,4800.0,11.01,0.15,4.0,552,1,0
27.0,1,80173.0,4,1,2885.0,7.33,0.04,3.0,712,1,0
30.0,1,109144.0,5,1,10000.0,5.79,0.09,7.0,644,1,0
27.0,1,39260.0,5,0,8500.0,9.35,0.22,6.0,645,1,0
25.0,0,58491.0,0,0,7500.0,13.06,0.13,3.0,667,1,0
24.0,0,60864.0,2,0,2966.0,7.29,0.05,3.0,596,1,0
26.0,1,29792.0,0,0,6000.0,8.01,0.2,4.0,613,0,0
23.0,1,41838.0,5,0,4000.0,12.69,0.1,2.0,629,1,0
34.0,0,61922.0,11,0,5400.0,13.16,0.09,9.0,602,0,0
25.0,0,127756.0,3,1,25000.0,7.51,0.2,6.0,674,1,0
27.0,1,68412.0,5,0,10000.0,11.36,0.15,10.0,685,0,0
37.0,0,65592.0,14,0,4400.0,15.62,0.07,11.0,661,0,1
24.0,1,48803.0,3,0,4500.0,12.84,0.09,3.0,636,0,0
25.0,1,180898.0,6,1,20000.0,8.88,0.11,4.0,641,1,0
24.0,0,93607.0,4,1,3850.0,11.11,0.04,2.0,546,1,0
38.0,0,81786.0,16,1,8000.0,7.9,0.1,11.0,644,1,0
25.0,1,71015.0,0,1,20000.0,14.09,0.28,4.0,603,0,1
24.0,1,42042.0,0,0,18500.0,10.71,0.44,2.0,640,0,1
27.0,1,87440.0,5,1,10000.0,8.94,0.11,6.0,668,1,0
23.0,1,76081.0,0,1,23525.0,7.9,0.31,3.0,613,1,0
24.0,0,56134.0,0,0,18250.0,13.35,0.33,4.0,684,0,1
21.0,0,51112.0,0,0,12000.0,13.23,0.23,2.0,722,0,0
28.0,0,82804.0,5,0,11000.0,11.49,0.13,5.0,624,1,0
25.0,0,68490.0,5,0,3805.0,15.09,0.06,3.0,568,0,1
23.0,0,35331.0,0,0,8492.0,7.84,0.24,3.0,550,1,0
22.0,1,63441.0,0,0,5200.0,11.01,0.08,4.0,637,1,0
23.0,0,49021.0,0,1,12948.0,13.16,0.26,4.0,533,1,0
23.0,1,66971.0,0,1,1500.0,11.49,0.02,3.0,615,1,0
23.0,1,95945.0,3,0,11066.0,12.96,0.12,4.0,625,1,0
25.0,0,102979.0,4,0,18000.0,11.71,0.17,4.0,652,1,0
22.0,1,62374.0,0,1,12000.0,11.86,0.19,3.0,668,0,1
40.0,1,48984.0,19,1,13750.0,8.88,0.28,16.0,666,0,0
36.0,0,35851.0,11,0,3479.0,10.54,0.1,11.0,631,1,0
36.0,1,60006.0,15,1,2755.0,8.92,0.05,9.0,609,1,0
31.0,0,95456.0,9,0,10000.0,11.41,0.1,8.0,689,1,0
29.0,1,34863.0,8,0,5000.0,16.07,0.14,8.0,661,0,1
21.0,1,32568.0,0,0,2400.0,14.79,0.07,2.0,545,0,0
25.0,1,11156.0,2,0,3343.0,9.64,0.3,4.0,683,0,1
24.0,0,52689.0,6,0,11000.0,8.94,0.21,3.0,629,1,0
58.0,0,120577.0,40,1,6000.0,5.42,0.05,19.0,699,0,0
23.0,1,68446.0,1,1,12000.0,10.99,0.18,3.0,629,1,0
34.0,1,85755.0,11,1,10000.0,11.26,0.12,9.0,624,1,0
23.0,0,63199.0,0,1,8400.0,8.9,0.13,2.0,641,0,0
29.0,1,152334.0,8,1,6879.0,14.77,0.05,6.0,651,0,0
22.0,0,33811.0,0,0,5000.0,10.43,0.15,3.0,508,1,0
38.0,1,133310.0,18,1,16000.0,11.99,0.12,16.0,683,1,0
24.0,1,140372.0,0,0,5000.0,14.96,0.04,4.0,690,1,0
27.0,1,31108.0,5,0,1500.0,11.67,0.05,4.0,560,0,1
24.0,1,52540.0,4,1,10000.0,16.89,0.19,4.0,642,0,1
24.0,1,59424.0,1,0,8000.0,15.96,0.13,3.0,629,1,0
22.0,1,49894.0,0,1,17050.0,11.01,0.34,2.0,667,0,0
33.0,0,198936.0,9,1,7757.0,11.07,0.04,8.0,525,0,0
23.0,1,60718.0,0,0,7000.0,11.01,0.12,4.0,677,1,0
32.0,1,81559.0,7,1,8000.0,11.01,0.1,9.0,560,1,0
24.0,0,68476.0,0,0,8006.0,10.11,0.12,4.0,661,1,0
29.0,0,48615.0,7,0,7000.0,8.66,0.14,10.0,576,1,0
25.0,1,192659.0,5,1,17476.0,8.62,0.09,3.0,532,1,0
28.0,1,73038.0,5,1,3500.0,10.25,0.05,10.0,625,0,0
23.0,0,48912.0,0,0,15000.0,8.85,0.31,4.0,646,0,1
28.0,1,53883.0,5,0,5000.0,12.99,0.09,5.0,615,0,1
27.0,0,113141.0,5,0,4200.0,5.42,0.04,6.0,657,1,0
30.0,1,39532.0,7,1,6625.0,14.79,0.17,10.0,679,0,0
22.0,0,66829.0,0,1,1400.0,13.49,0.02,3.0,626,0,0
34.0,1,55049.0,9,0,5510.0,7.4,0.1,6.0,679,1,0
25.0,1,40479.0,4,0,10000.0,15.96,0.25,3.0,671,0,1
26.0,0,85137.0,5,0,10000.0,9.45,0.12,3.0,697,0,0
53.0,1,41702.0,29,1,10000.0,10.39,0.24,30.0,755,0,1
39.0,1,114652.0,17,1,20000.0,14.84,0.17,11.0,546,1,0
26.0,1,17602.0,2,0,3450.0,12.69,0.2,3.0,691,0,1
22.0,0,48348.0,0,0,3600.0,17.49,0.07,3.0,680,0,1
34.0,0,79622.0,14,1,19000.0,11.8,0.24,7.0,673,1,0
27.0,0,114271.0,2,1,35000.0,8.4,0.31,4.0,636,1,0
23.0,0,87320.0,0,1,16000.0,10.89,0.18,3.0,635,0,0
26.0,0,64203.0,0,1,10797.0,7.89,0.17,3.0,665,0,0
22.0,1,84685.0,0,1,6000.0,12.08,0.07,4.0,635,0,0
28.0,1,30228.0,5,1,1500.0,7.14,0.05,10.0,645,0,0
30.0,1,168250.0,10,1,15000.0,13.47,0.09,6.0,695,0,0
24.0,0,52433.0,2,1,4000.0,17.49,0.08,3.0,627,0,1
28.0,1,132878.0,6,1,12000.0,8.94,0.09,10.0,607,0,0
25.0,0,144763.0,0,1,28000.0,10.74,0.19,3.0,553,1,0
22.0,1,86074.0,4,0,10000.0,12.61,0.12,2.0,665,0,0
23.0,0,61458.0,2,0,6841.0,6.73,0.11,4.0,631,1,0
26.0,1,32099.0,7,0,5825.0,14.27,0.18,4.0,580,1,0
33.0,0,114864.0,12,1,7483.0,9.36,0.07,12.0,682,0,0
22.0,1,56273.0,0,0,20000.0,16.0,0.36,4.0,700,0,1
40.0,1,42268.0,17,0,5400.0,12.61,0.13,13.0,697,0,1
35.0,1,68344.0,11,0,11300.0,14.42,0.17,7.0,656,0,0
24.0,1,110183.0,3,1,7500.0,10.39,0.07,2.0,608,1,0
26.0,1,120836.0,1,0,15000.0,6.99,0.12,2.0,664,0,0
23.0,1,111365.0,3,1,4800.0,7.49,0.04,2.0,691,0,0
24.0,0,57178.0,0,0,4000.0,6.62,0.07,4.0,507,1,0
26.0,1,61229.0,6,0,4800.0,11.01,0.08,2.0,611,0,0
22.0,0,120644.0,2,0,14400.0,10.74,0.12,3.0,644,1,0
25.0,0,66783.0,4,0,8575.0,14.65,0.13,3.0,620,1,0
23.0,1,192853.0,0,1,7000.0,8.96,0.04,4.0,563,1,0
31.0,0,19388.0,7,1,4000.0,8.9,0.21,5.0,613,0,1
24.0,1,74194.0,1,1,25000.0,17.49,0.34,3.0,583,0,1
27.0,0,49685.0,1,0,5000.0,13.49,0.1,8.0,591,0,0
30.0,1,65973.0,8,1,12000.0,15.58,0.18,5.0,624,0,1
26.0,1,90869.0,5,1,7200.0,15.23,0.08,4.0,663,1,0
31.0,0,52395.0,10,0,5000.0,9.99,0.1,10.0,681,0,0
38.0,1,118520.0,16,1,12000.0,10.37,0.1,17.0,669,0,0
29.0,1,199124.0,4,1,10000.0,6.03,0.05,10.0,673,1,0
25.0,0,58767.0,1,1,1000.0,13.49,0.02,3.0,657,0,0
28.0,1,85080.0,8,0,12800.0,13.57,0.15,6.0,592,1,0
24.0,0,37133.0,2,0,3600.0,7.49,0.1,4.0,695,0,0
32.0,1,33194.0,9,0,4500.0,13.11,0.14,5.0,630,1,0
23.0,1,87613.0,0,1,12000.0,13.61,0.14,2.0,638,0,1
28.0,0,127264.0,7,1,12000.0,9.63,0.09,10.0,615,0,0
35.0,0,42715.0,14,0,8000.0,12.4,0.19,6.0,639,1,0
39.0,0,58488.0,16,0,20500.0,14.59,0.35,16.0,654,0,1
21.0,1,46782.0,0,1,12200.0,11.01,0.26,4.0,638,1,0
23.0,1,56373.0,0,0,15000.0,16.0,0.27,4.0,611,0,1
23.0,0,35124.0,0,1,10000.0,10.75,0.28,2.0,664,1,0
24.0,1,55981.0,5,0,14430.0,11.01,0.26,3.0,660,0,1
34.0,1,44080.0,11,0,4000.0,13.61,0.09,7.0,675,1,0
23.0,1,29501.0,1,1,6000.0,15.23,0.2,2.0,612,1,0
29.0,0,38411.0,6,0,6000.0,11.46,0.16,10.0,642,0,1
23.0,0,91004.0,3,0,3000.0,9.65,0.03,3.0,630,1,0
28.0,0,228801.0,7,1,35000.0,17.49,0.15,6.0,542,0,0
24.0,1,157225.0,1,0,24000.0,11.49,0.15,3.0,538,1,0
24.0,1,60736.0,1,0,7500.0,10.01,0.12,3.0,623,0,0
27.0,1,49129.0,4,0,12000.0,10.37,0.24,9.0,596,1,0
24.0,1,57035.0,4,0,7000.0,6.62,0.12,4.0,666,1,0
23.0,0,82329.0,0,1,25000.0,13.49,0.3,3.0,586,0,1
30.0,0,80242.0,7,0,10000.0,14.83,0.12,9.0,604,0,1
26.0,0,64527.0,5,0,11000.0,5.79,0.17,4.0,611,1,0
28.0,1,109181.0,4,0,10200.0,8.9,0.09,8.0,699,0,0
35.0,0,100954.0,12,1,11192.0,10.51,0.11,10.0,647,1,0
36.0,1,65394.0,15,1,7000.0,9.72,0.11,13.0,633,1,0
34.0,0,82492.0,11,1,2500.0,9.92,0.03,10.0,642,1,0
30.0,0,69501.0,7,0,6000.0,8.66,0.09,9.0,618,1,0
23.0,1,114785.0,0,1,19000.0,7.51,0.17,4.0,670,0,0
51.0,0,82135.0,25,1,15000.0,13.11,0.18,27.0,669,1,0
21.0,0,61252.0,0,0,7000.0,10.38,0.11,4.0,571,1,0
27.0,1,42760.0,4,0,12000.0,9.98,0.28,8.0,617,0,1
29.0,1,44451.0,6,1,5300.0,7.14,0.12,6.0,692,0,0
31.0,0,173719.0,7,0,13000.0,20.0,0.07,6.0,679,0,1
31.0,1,67985.0,12,0,6000.0,13.98,0.09,9.0,712,1,0
25.0,0,91035.0,3,0,6775.0,7.9,0.07,4.0,661,0,0
23.0,1,133031.0,0,0,20000.0,11.01,0.15,2.0,709,0,0
38.0,1,53648.0,16,1,10000.0,9.63,0.19,17.0,716,0,0
27.0,0,36844.0,4,0,14300.0,10.39,0.39,6.0,588,0,1
29.0,0,44134.0,9,1,4800.0,12.44,0.11,9.0,663,1,0
35.0,0,60952.0,11,0,13000.0,10.25,0.21,8.0,693,0,0
38.0,0,25094.0,14,1,6250.0,11.01,0.25,15.0,656,1,0
28.0,1,99570.0,5,1,15000.0,12.98,0.15,8.0,694,1,0
43.0,1,171866.0,20,1,20000.0,11.49,0.12,15.0,670,0,0
29.0,1,65817.0,7,1,7500.0,7.49,0.11,7.0,460,0,1
33.0,1,90942.0,8,1,6000.0,7.9,0.07,8.0,651,1,0
30.0,0,33367.0,11,1,5800.0,7.94,0.17,8.0,670,0,0
24.0,1,68539.0,0,0,14000.0,12.61,0.2,2.0,617,0,0
26.0,1,58725.0,6,0,2000.0,11.17,0.03,4.0,631,0,0
27.0,0,79192.0,3,1,3000.0,17.72,0.04,5.0,667,0,0
31.0,0,60089.0,8,1,14000.0,13.99,0.23,10.0,627,1,0
22.0,1,49073.0,0,0,3600.0,5.98,0.07,4.0,653,0,0
23.0,1,181868.0,1,1,2400.0,7.49,0.01,2.0,689,0,0
23.0,0,29576.0,0,0,5000.0,6.73,0.17,3.0,614,0,0
26.0,1,62736.0,2,0,8400.0,11.99,0.13,3.0,548,1,0
26.0,0,40310.0,0,1,22089.0,7.36,0.55,5.0,621,1,0
44.0,0,58544.0,21,0,5000.0,13.43,0.09,14.0,675,0,0
25.0,0,108758.0,2,0,25000.0,10.99,0.23,4.0,611,0,0
25.0,1,240717.0,1,1,12000.0,11.48,0.05,3.0,640,0,0
28.0,1,331952.0,6,0,6782.0,9.57,0.02,10.0,638,0,0
25.0,0,70677.0,0,0,16000.0,11.01,0.23,2.0,660,1,0
24.0,0,240642.0,3,1,3025.0,6.17,0.01,3.0,583,1,0
22.0,0,41061.0,0,1,5000.0,18.25,0.12,2.0,677,0,0
41.0,0,55028.0,16,0,16000.0,12.99,0.29,14.0,634,0,1
27.0,1,83022.0,2,0,3000.0,8.57,0.04,7.0,495,1,0
26.0,0,86143.0,3,1,6000.0,15.62,0.07,3.0,703,1,0
30.0,1,60856.0,9,1,5000.0,7.14,0.08,7.0,673,1,0
25.0,1,187385.0,5,1,18000.0,7.51,0.1,2.0,633,0,0
26.0,1,91555.0,4,0,17663.0,16.84,0.19,7.0,484,0,1
36.0,1,90049.0,8,1,7186.0,6.62,0.08,9.0,621,1,0
28.0,1,58717.0,4,1,12000.0,14.54,0.2,7.0,615,0,0
31.0,0,49792.0,10,0,4000.0,10.0,0.08,10.0,636,1,0
29.0,1,41657.0,8,0,7500.0,11.01,0.18,10.0,639,0,0
23.0,0,61294.0,3,1,11400.0,7.29,0.19,2.0,692,0,0
22.0,1,48820.0,0,1,2000.0,7.9,0.04,2.0,657,1,0
26.0,0,43232.0,3,1,7500.0,7.9,0.17,3.0,678,0,0
28.0,1,76675.0,8,0,18000.0,10.65,0.23,9.0,685,1,0
29.0,1,97141.0,7,1,22325.0,10.98,0.23,9.0,723,0,0
28.0,1,169127.0,4,1,15000.0,8.88,0.09,5.0,661,1,0
32.0,1,57332.0,11,0,12000.0,12.53,0.21,5.0,675,0,1
36.0,0,156905.0,16,0,20000.0,11.01,0.13,14.0,679,0,0
33.0,1,67415.0,14,0,10839.0,9.44,0.16,8.0,696,1,0
32.0,0,175517.0,9,1,1976.0,11.86,0.01,6.0,695,1,0
30.0,0,86167.0,5,0,8059.0,11.34,0.09,9.0,637,1,0
31.0,1,38457.0,1,0,4801.0,14.16,0.12,9.0,594,0,1
24.0,0,46879.0,0,0,10000.0,10.92,0.21,4.0,644,1,0
22.0,1,51250.0,0,0,2500.0,15.62,0.05,2.0,705,0,0
23.0,1,66845.0,0,0,10200.0,12.73,0.15,2.0,643,1,0
26.0,1,78693.0,0,1,4000.0,5.42,0.05,3.0,635,1,0
30.0,1,127204.0,10,1,12000.0,7.88,0.09,6.0,636,1,0
29.0,1,56607.0,5,0,3500.0,11.36,0.06,5.0,694,0,0
28.0,0,111537.0,7,1,7750.0,14.22,0.07,6.0,691,0,1
28.0,1,42047.0,6,0,3000.0,10.37,0.07,10.0,687,0,1
29.0,1,59740.0,6,0,12000.0,15.37,0.2,7.0,684,0,1
36.0,1,58794.0,16,1,10000.0,9.63,0.17,14.0,644,1,0
43.0,1,48824.0,19,1,18000.0,11.83,0.37,15.0,613,1,0
30.0,1,84265.0,8,0,15000.0,14.59,0.18,7.0,677,0,1
33.0,0,23663.0,6,0,6000.0,10.65,0.25,6.0,618,0,1
28.0,0,49170.0,4,0,10401.0,11.97,0.21,6.0,677,0,1
31.0,0,88236.0,7,1,8875.0,11.99,0.1,7.0,698,1,0
35.0,0,82102.0,12,0,16000.0,11.58,0.19,5.0,661,0,0
29.0,1,76814.0,10,1,15000.0,12.77,0.2,8.0,702,1,0
37.0,0,66872.0,12,0,7000.0,16.32,0.1,13.0,605,0,0
24.0,0,62285.0,2,0,8000.0,10.83,0.13,3.0,724,0,0
30.0,0,51506.0,7,0,6000.0,14.46,0.12,5.0,669,0,1
26.0,1,151089.0,2,1,20000.0,13.11,0.13,2.0,535,1,0
25.0,0,56333.0,3,0,7000.0,8.49,0.12,3.0,545,1,0
21.0,1,35500.0,1,1,3000.0,10.75,0.08,2.0,649,1,0
31.0,0,82771.0,5,1,12000.0,12.69,0.14,9.0,659,1,0
25.0,1,71793.0,5,0,6819.0,13.03,0.09,2.0,589,0,1
25.0,0,30184.0,4,1,1200.0,15.21,0.04,4.0,689,0,0
22.0,1,51305.0,1,0,20000.0,6.99,0.39,4.0,602,0,1
29.0,0,67634.0,7,0,7000.0,10.28,0.1,6.0,622,1,0
27.0,1,66833.0,8,1,11000.0,5.42,0.16,9.0,679,1,0
28.0,1,102984.0,8,0,14000.0,14.65,0.14,9.0,577,1,0
30.0,1,48931.0,6,0,3000.0,7.14,0.06,7.0,698,1,0
26.0,0,99475.0,1,1,1000.0,14.27,0.01,2.0,648,0,0
